id_do_caso,continente,educacao_do_empregado,tem_experiencia_de_trabalho,requer_treinamento_de_trabalho,num_de_empregados,ano_de_estabelecimento,regiao_de_emprego,salario_prevalecente,unidade_de_salario,posicao_em_tempo_integral,status_do_caso
EZYV11719,Ásia,Mestrado,S,N,2185,2013,Nordeste,54745.47,Ano,S,Aprovado
EZYV13639,Ásia,Mestrado,N,N,343,2005,Nordeste,46784.84,Ano,S,Aprovado
EZYV16948,Europa,Ensino Médio,S,N,73987,2010,Sul,109326.21,Ano,S,Aprovado
EZYV15235,Ásia,Ensino Superior,S,N,764,1981,Nordeste,90127.91,Ano,S,Aprovado
EZYV21169,Ásia,Ensino Superior,N,N,82,1852,Meio-Oeste,70080.79,Ano,S,Aprovado
EZYV15811,América do Norte,Mestrado,S,N,1511,1998,Nordeste,61721.4,Ano,S,Negado
EZYV19285,Ásia,Ensino Superior,S,N,3059,2004,Nordeste,95137.81,Ano,N,Aprovado
EZYV210,Ásia,Mestrado,N,N,3233,2012,Sul,62640.94,Ano,N,Aprovado
EZYV5844,Ásia,Ensino Superior,N,N,1163,2011,Meio-Oeste,40485.31,Ano,S,Aprovado
EZYV7812,Ásia,Ensino Superior,S,N,523,2003,Oeste,50633.23,Ano,S,Negado
EZYV4502,Ásia,Ensino Médio,S,N,2058,1977,Sul,36456.21,Ano,S,Negado
EZYV1798,Ásia,Ensino Superior,N,N,1899,1982,Sul,90669.22,Ano,S,Aprovado
EZYV3300,Ásia,Mestrado,S,N,21531,2007,Oeste,61970.98,Ano,S,Aprovado
EZYV25292,Ásia,Mestrado,N,N,1190,1994,Sul,66168.59,Ano,S,Negado
EZYV1279,Ásia,Ensino Superior,N,N,884,1990,Meio-Oeste,116630.43,Ano,S,Aprovado
EZYV11857,Ásia,Mestrado,S,N,2732,2011,Oeste,720.7702,Hora,S,Aprovado
EZYV21883,Ásia,Mestrado,N,N,2251,1971,Oeste,560.8596,Hora,S,Negado
EZYV5605,Ásia,Ensino Médio,S,N,339,2004,Sul,107294.64,Ano,S,Negado
EZYV11111,Ásia,Doutorado,S,N,1399,1883,Nordeste,52262.38,Semana,S,Aprovado
EZYV2083,Ásia,Ensino Superior,S,N,1323,1962,Nordeste,959.7729,Hora,S,Aprovado
EZYV22,América do Norte,Mestrado,S,N,1706,2013,Meio-Oeste,137694.98,Ano,N,Aprovado
EZYV10684,Ásia,Mestrado,S,N,381,1998,Meio-Oeste,28327.92,Ano,N,Aprovado
EZYV25246,América do Norte,Mestrado,S,N,1660,1998,Meio-Oeste,32899.74,Ano,S,Aprovado
EZYV9602,Ásia,Ensino Superior,S,S,1518,2001,Nordeste,75669.52,Ano,S,Negado
EZYV15388,Ásia,Mestrado,S,N,2887,2005,Oeste,49648.51,Ano,S,Aprovado
EZYV21177,América do Norte,Ensino Médio,N,N,4538,2004,Ilha,46499.75,Ano,S,Aprovado
EZYV11067,Europa,Ensino Superior,N,S,1003,1997,Nordeste,48428.17,Ano,S,Aprovado
EZYV25204,Ásia,Mestrado,N,N,1711,2012,Oeste,101901.33,Ano,S,Negado
EZYV25199,Europa,Doutorado,N,S,2404,1912,Sul,54052.97,Ano,S,Aprovado
EZYV14380,Ásia,Mestrado,S,N,45044,2006,Meio-Oeste,89370.48,Ano,S,Aprovado
EZYV2724,Ásia,Mestrado,N,N,422,1991,Sul,64222.57,Ano,S,Negado
EZYV18514,Europa,Doutorado,S,N,1536,1897,Nordeste,4732.79,Ano,S,Aprovado
EZYV20488,Ásia,Ensino Superior,N,N,3429,2006,Nordeste,63246.24,Ano,S,Aprovado
EZYV11538,Ásia,Ensino Médio,S,N,3441,1997,Nordeste,16853.64,Ano,S,Negado
EZYV15209,Ásia,Ensino Superior,S,N,13045,1971,Meio-Oeste,44383.94,Ano,S,Aprovado
EZYV11539,América do Norte,Ensino Médio,N,N,1474,1893,Ilha,203.6589,Hora,S,Negado
EZYV10550,Ásia,Ensino Médio,S,N,17952,1818,Nordeste,99985.23,Ano,S,Negado
EZYV18295,Ásia,Mestrado,S,N,5002,2000,Sul,25285.27,Ano,N,Aprovado
EZYV5619,Ásia,Ensino Médio,S,N,1868,2005,Meio-Oeste,101578.1,Ano,S,Negado
EZYV21953,Europa,Ensino Superior,N,N,1854,1914,Sul,118482.92,Ano,S,Aprovado
EZYV14329,Ásia,Mestrado,S,N,1839,1998,Sul,65592.5,Ano,S,Aprovado
EZYV21866,Ásia,Mestrado,S,N,2255,1994,Meio-Oeste,86457.28,Ano,S,Aprovado
EZYV19133,Ásia,Ensino Superior,N,N,516,1991,Nordeste,65030.99,Ano,S,Negado
EZYV5354,Europa,Ensino Superior,S,N,1195,2005,Nordeste,139001.46,Ano,S,Aprovado
EZYV478,Europa,Ensino Superior,S,N,81849,1927,Sul,81724.72,Ano,S,Aprovado
EZYV1832,Europa,Doutorado,N,N,3824,1817,Sul,50394.26,Ano,S,Aprovado
EZYV14845,Europa,Mestrado,N,N,7607,1976,Nordeste,47732.03,Ano,S,Negado
EZYV11142,Ásia,Mestrado,N,N,13572,1947,Oeste,97113.76,Ano,S,Negado
EZYV12368,Ásia,Mestrado,S,N,232,1999,Sul,39157.95,Ano,S,Aprovado
EZYV18192,Ásia,Ensino Superior,S,N,255,2001,Meio-Oeste,61907.18,Ano,S,Negado
EZYV17204,Ásia,Ensino Médio,S,N,1543,2010,Sul,146864.6,Ano,N,Aprovado
EZYV21304,Europa,Ensino Superior,N,N,252242,1899,Oeste,39661.23,Ano,S,Aprovado
EZYV24242,Ásia,Mestrado,N,N,3911,1950,Sul,558.7753,Hora,S,Aprovado
EZYV3486,América do Norte,Ensino Superior,S,N,1256,1970,Oeste,39534.57,Semana,S,Negado
EZYV20455,Ásia,Mestrado,S,N,1409,1943,Oeste,140806.51,Ano,N,Aprovado
EZYV16761,Ásia,Doutorado,N,N,1399,2005,Meio-Oeste,179859.81,Ano,S,Aprovado
EZYV22181,Europa,Mestrado,N,N,1819,1996,Oeste,109442.84,Ano,S,Aprovado
EZYV15693,Ásia,Ensino Superior,S,N,775,1999,Nordeste,111.56,Hora,S,Negado
EZYV13620,Ásia,Ensino Superior,S,N,317,1993,Sul,99342.3,Ano,S,Aprovado
EZYV22351,Ásia,Mestrado,S,N,4586,1873,Oeste,66831.19,Ano,S,Aprovado
EZYV6118,Ásia,Mestrado,S,N,1331,2004,Meio-Oeste,26795.92,Ano,N,Aprovado
EZYV23017,Ásia,Ensino Superior,S,N,256,2001,Sul,47078.91,Ano,S,Negado
EZYV19492,América do Norte,Mestrado,S,N,2021,1854,Ilha,64520.49,Ano,N,Negado
EZYV1348,Ásia,Ensino Superior,S,N,4853,2001,Nordeste,32384.45,Ano,S,Aprovado
EZYV21999,Ásia,Mestrado,S,N,3998,1981,Meio-Oeste,91013.04,Ano,S,Aprovado
EZYV22352,Ásia,Mestrado,S,N,2274,1858,Meio-Oeste,99536.6,Ano,S,Aprovado
EZYV12737,Ásia,Mestrado,S,N,3530,2010,Nordeste,80245.05,Ano,S,Aprovado
EZYV20557,Ásia,Ensino Superior,S,N,1094,1997,Sul,207045.48,Ano,N,Aprovado
EZYV20947,Ásia,Mestrado,N,N,843,1951,Meio-Oeste,86940.97,Ano,S,Aprovado
EZYV6001,Europa,Mestrado,S,N,870,1997,Sul,109817.66,Ano,S,Aprovado
EZYV5993,América do Norte,Mestrado,N,N,3765,2002,Nordeste,38654.37,Ano,S,Negado
EZYV17188,Ásia,Ensino Superior,N,N,3953,2006,Meio-Oeste,150379.4,Ano,S,Aprovado
EZYV21079,América do Sul,Ensino Médio,S,N,1711,2011,Nordeste,66983.73,Ano,S,Aprovado
EZYV17615,Ásia,Mestrado,S,S,2219,2001,Sul,161172.56,Ano,S,Aprovado
EZYV21639,África,Ensino Superior,N,N,4209,1998,Meio-Oeste,65991.56,Ano,S,Negado
EZYV23560,América do Norte,Mestrado,S,N,2969,1968,Nordeste,40245.67,Ano,S,Aprovado
EZYV4892,Europa,Ensino Médio,N,S,1945,2010,Sul,25676.21,Ano,S,Negado
EZYV7047,Europa,Ensino Superior,S,N,2832,1947,Sul,18965.12,Ano,S,Aprovado
EZYV8646,Ásia,Ensino Superior,N,S,1186,2006,Oeste,146123.47,Ano,S,Aprovado
EZYV16203,Ásia,Ensino Superior,N,N,3517,2000,Oeste,116.37,Hora,S,Negado
EZYV6201,Ásia,Ensino Superior,S,N,120097,1912,Meio-Oeste,128376.17,Ano,S,Negado
EZYV19713,Ásia,Ensino Superior,N,S,1306,1952,Meio-Oeste,71893.49,Ano,S,Negado
EZYV8167,Ásia,Ensino Superior,N,S,3232,1987,Nordeste,108336.72,Ano,S,Aprovado
EZYV4718,América do Norte,Doutorado,N,N,1003,1932,Oeste,66929.9,Ano,N,Negado
EZYV4292,Ásia,Ensino Médio,S,N,3468,1945,Sul,108517.87,Ano,S,Negado
EZYV17577,Ásia,Ensino Superior,S,N,3820,2004,Nordeste,984.8595,Hora,S,Aprovado
EZYV6890,Ásia,Ensino Médio,S,N,3243,1962,Sul,96962.79,Ano,S,Negado
EZYV13722,Europa,Ensino Médio,S,N,3037,1952,Sul,39129.88,Ano,S,Negado
EZYV22544,Ásia,Ensino Superior,S,N,2661,1972,Nordeste,27593.85,Ano,S,Negado
EZYV25130,Ásia,Ensino Superior,N,N,2256,2012,Sul,118776.18,Ano,S,Negado
EZYV7125,Ásia,Mestrado,S,N,4061,1994,Nordeste,59194.87,Ano,S,Aprovado
EZYV24528,Ásia,Mestrado,S,N,2257,1987,Sul,80916.28,Ano,S,Aprovado
EZYV21464,Ásia,Ensino Superior,S,N,2852,1915,Sul,67839.74,Ano,N,Aprovado
EZYV22524,Europa,Ensino Superior,N,N,2404,2010,Nordeste,19384.16,Ano,S,Aprovado
EZYV14008,Europa,Mestrado,S,N,1782,1986,Oeste,6924.86,Ano,S,Aprovado
EZYV22230,Ásia,Ensino Superior,N,N,6074,2006,Nordeste,122323.65,Ano,N,Negado
EZYV24790,Ásia,Ensino Superior,S,N,5168,2008,Oeste,28398.54,Ano,S,Negado
EZYV4259,América do Norte,Mestrado,N,N,234,1946,Nordeste,61784.67,Ano,N,Negado
EZYV10133,Ásia,Mestrado,S,N,1272,1850,Nordeste,596.4455,Hora,S,Aprovado
EZYV3643,América do Sul,Doutorado,S,N,1021,1885,Oeste,39778.13,Ano,S,Aprovado
EZYV12886,Ásia,Ensino Médio,S,S,4370,1996,Sul,99850.6,Ano,S,Negado
EZYV23744,Ásia,Ensino Médio,N,N,678,1987,Sul,423.9645,Hora,S,Aprovado
EZYV1586,Ásia,Ensino Médio,N,N,19157,1997,Sul,507.93,Hora,S,Aprovado
EZYV3038,Ásia,Ensino Superior,S,N,1615,2011,Oeste,81338.31,Ano,S,Aprovado
EZYV4622,Ásia,Mestrado,N,S,1714,1988,Sul,82622.73,Ano,N,Negado
EZYV2505,Ásia,Ensino Superior,S,N,1419,1855,Nordeste,11970.6,Ano,S,Aprovado
EZYV6133,América do Norte,Mestrado,S,N,4931,1949,Nordeste,64488.07,Ano,S,Negado
EZYV11100,Ásia,Mestrado,S,N,4028,2003,Nordeste,52214.04,Ano,S,Aprovado
EZYV11328,América do Norte,Mestrado,N,N,1649,1981,Oeste,519.1258,Hora,S,Negado
EZYV3067,Europa,Ensino Médio,N,N,1635,1975,Nordeste,43866.54,Ano,S,Negado
EZYV13214,Ásia,Ensino Superior,S,N,2227,1994,Nordeste,43779.72,Ano,S,Aprovado
EZYV11788,Ásia,Ensino Superior,S,N,1686,2006,Meio-Oeste,140307.69,Ano,S,Aprovado
EZYV13655,Ásia,Mestrado,N,N,232,1868,Sul,139224.24,Ano,N,Aprovado
EZYV15025,Europa,Doutorado,S,N,2640,1985,Oeste,95153.69,Ano,S,Aprovado
EZYV18282,América do Norte,Ensino Médio,N,N,3996,1990,Sul,552.3994,Hora,S,Negado
EZYV11424,América do Sul,Ensino Superior,N,N,1900,2001,Sul,112556.69,Ano,S,Negado
EZYV16777,América do Norte,Mestrado,N,N,5034,2007,Oeste,893.8884,Hora,S,Aprovado
EZYV1705,América do Norte,Mestrado,N,N,1175,2001,Oeste,69121.5,Ano,S,Negado
EZYV15898,Ásia,Doutorado,S,N,267,1984,Nordeste,94803.17,Ano,S,Aprovado
EZYV660,Ásia,Ensino Superior,S,N,298,2008,Oeste,98135.46,Ano,S,Aprovado
EZYV15726,América do Norte,Ensino Superior,S,N,15867,1986,Oeste,54870.08,Ano,N,Aprovado
EZYV18262,Europa,Doutorado,S,N,2880,1900,Nordeste,82716.91,Ano,S,Aprovado
EZYV4195,Ásia,Ensino Superior,N,N,914,2007,Meio-Oeste,45310.48,Ano,S,Negado
EZYV24728,Oceania,Mestrado,N,N,100,2010,Oeste,58598.03,Ano,S,Aprovado
EZYV147,Europa,Ensino Superior,S,N,3290,2005,Nordeste,357.8194,Hora,S,Aprovado
EZYV14181,Ásia,Mestrado,N,N,4763,1982,Meio-Oeste,108534.53,Ano,S,Aprovado
EZYV5970,Europa,Ensino Médio,N,S,1356,1981,Sul,15777.46,Ano,S,Negado
EZYV22823,Ásia,Mestrado,S,N,2696,1990,Sul,86209.65,Ano,N,Aprovado
EZYV4990,América do Norte,Mestrado,S,N,5557,1968,Nordeste,15981.44,Ano,S,Aprovado
EZYV17193,Ásia,Ensino Médio,N,S,3399,1941,Sul,63480.29,Ano,N,Negado
EZYV16452,Ásia,Ensino Superior,N,N,2278,2005,Nordeste,302.7049,Hora,S,Negado
EZYV14572,Ásia,Ensino Superior,S,N,3244,2008,Nordeste,134386.1,Ano,S,Aprovado
EZYV25398,Europa,Ensino Superior,S,N,416,2011,Oeste,79547.58,Ano,S,Aprovado
EZYV12578,Ásia,Mestrado,N,N,1818,1948,Nordeste,124.5775,Hora,S,Aprovado
EZYV1879,Europa,Ensino Superior,N,N,3201,1995,Oeste,350.0159,Hora,S,Negado
EZYV8586,Europa,Ensino Superior,N,N,3743,1993,Oeste,22336.4,Ano,S,Aprovado
EZYV2938,Ásia,Ensino Superior,N,N,1897,1998,Sul,53779.21,Ano,S,Negado
EZYV751,Ásia,Ensino Superior,S,N,4633,2011,Sul,23969.45,Ano,S,Aprovado
EZYV17694,América do Norte,Mestrado,N,N,3724,2001,Sul,100511.88,Ano,N,Aprovado
EZYV1411,Europa,Ensino Superior,N,N,2704,1986,Oeste,20330.52,Ano,S,Aprovado
EZYV79,América do Norte,Mestrado,N,N,1549,2001,Sul,590.0203,Hora,S,Aprovado
EZYV11057,Ásia,Ensino Superior,S,N,2511,1848,Sul,147118.25,Ano,S,Negado
EZYV158,Ásia,Doutorado,S,N,284,2007,Nordeste,44539.97,Ano,S,Aprovado
EZYV15829,Ásia,Ensino Superior,N,N,2007,1965,Nordeste,189025.14,Ano,S,Aprovado
EZYV18078,Ásia,Doutorado,S,N,1623,1985,Nordeste,91027.19,Ano,S,Aprovado
EZYV15756,Ásia,Mestrado,N,N,2821,1998,Nordeste,90494.05,Ano,S,Negado
EZYV24043,Europa,Ensino Superior,N,N,147,1838,Oeste,22857.28,Ano,S,Aprovado
EZYV14187,América do Norte,Mestrado,N,N,2091,1999,Meio-Oeste,74868.2,Ano,N,Aprovado
EZYV8153,Ásia,Ensino Superior,S,N,3271,1993,Sul,52803.0,Ano,S,Negado
EZYV14246,Ásia,Mestrado,N,N,1436,2009,Sul,116388.77,Ano,S,Negado
EZYV10802,Ásia,Ensino Médio,S,S,122255,2014,Sul,42048.73,Ano,S,Negado
EZYV17185,Ásia,Mestrado,S,N,5377,1986,Sul,112117.1,Ano,S,Aprovado
EZYV2808,Ásia,Mestrado,S,N,4239,2008,Oeste,57896.77,Ano,S,Aprovado
EZYV25437,Ásia,Ensino Superior,N,N,1203,2009,Sul,208098.5,Ano,S,Aprovado
EZYV10933,Ásia,Mestrado,S,N,13012,1971,Sul,89364.3,Ano,S,Aprovado
EZYV19516,América do Norte,Doutorado,S,N,652,1999,Nordeste,40221.54,Ano,S,Aprovado
EZYV4467,Europa,Doutorado,S,N,2254,2007,Oeste,19367.92,Ano,S,Aprovado
EZYV15631,Ásia,Ensino Superior,S,N,3177,1977,Meio-Oeste,61730.58,Ano,S,Aprovado
EZYV9080,Ásia,Mestrado,N,S,2714,2013,Nordeste,103859.43,Ano,S,Aprovado
EZYV13702,Europa,Mestrado,S,S,2529,1992,Oeste,76483.76,Ano,S,Aprovado
EZYV3123,Ásia,Ensino Superior,N,N,1983,2009,Oeste,45894.58,Ano,S,Negado
EZYV7119,Ásia,Ensino Superior,N,N,1614,2007,Oeste,140202.04,Ano,S,Aprovado
EZYV17757,América do Norte,Ensino Superior,S,N,3808,1997,Nordeste,76253.83,Ano,S,Negado
EZYV24605,América do Sul,Ensino Superior,N,S,2183,1960,Oeste,14193.01,Ano,S,Aprovado
EZYV11684,América do Norte,Mestrado,S,N,2386,1992,Sul,79372.81,Ano,S,Aprovado
EZYV21158,Oceania,Ensino Médio,S,N,1333,2002,Sul,15412.09,Semana,S,Aprovado
EZYV10297,Ásia,Ensino Médio,S,N,1616,1987,Meio-Oeste,149907.39,Ano,S,Negado
EZYV1111,América do Norte,Mestrado,S,N,2953,1999,Sul,82810.17,Ano,N,Aprovado
EZYV4357,Ásia,Mestrado,S,N,83839,1974,Oeste,89260.33,Ano,S,Aprovado
EZYV9758,América do Norte,Ensino Superior,S,N,2925,1975,Oeste,44364.98,Ano,N,Aprovado
EZYV8476,Ásia,Ensino Superior,N,N,3823,1975,Nordeste,41049.06,Ano,S,Aprovado
EZYV7062,América do Norte,Mestrado,N,N,3257,1987,Sul,37316.47,Ano,N,Aprovado
EZYV18465,Ásia,Ensino Superior,S,N,6445,2003,Nordeste,16413.1,Ano,S,Aprovado
EZYV15107,Ásia,Mestrado,N,N,2016,2012,Meio-Oeste,62145.38,Ano,S,Aprovado
EZYV12181,Europa,Ensino Médio,N,S,654,2009,Sul,33284.21,Ano,S,Negado
EZYV395,Ásia,Ensino Superior,S,N,1872,1926,Oeste,99201.01,Ano,S,Aprovado
EZYV2810,Ásia,Ensino Superior,N,N,2897,1999,Oeste,5170.48,Ano,S,Negado
EZYV5062,Ásia,Mestrado,S,N,613,2005,Meio-Oeste,91887.44,Ano,S,Aprovado
EZYV62,Europa,Doutorado,S,S,2311,1994,Meio-Oeste,58791.58,Ano,S,Aprovado
EZYV3916,Europa,Doutorado,N,N,87957,1989,Oeste,7953.8,Ano,S,Aprovado
EZYV4612,Ásia,Mestrado,S,N,4513,1877,Oeste,94135.92,Ano,S,Aprovado
EZYV14411,Ásia,Ensino Superior,S,N,4312,2007,Oeste,30307.23,Ano,S,Aprovado
EZYV8760,África,Mestrado,S,N,2385,2013,Oeste,93065.51,Ano,S,Aprovado
EZYV17625,Ásia,Ensino Médio,S,N,5377,2006,Nordeste,123940.77,Ano,S,Aprovado
EZYV16858,América do Norte,Mestrado,N,N,2311,1951,Oeste,148051.62,Ano,N,Negado
EZYV22188,Ásia,Mestrado,S,N,21225,1966,Nordeste,116715.01,Ano,S,Aprovado
EZYV5349,Europa,Ensino Superior,N,S,3351,1997,Sul,129184.97,Ano,S,Aprovado
EZYV11454,Ásia,Ensino Médio,S,N,454,1990,Oeste,24356.17,Ano,S,Negado
EZYV6874,Ásia,Mestrado,N,S,105737,2000,Sul,89542.78,Ano,S,Aprovado
EZYV13345,Europa,Ensino Superior,S,N,1032,2004,Oeste,25237.4,Ano,S,Aprovado
EZYV7158,Ásia,Ensino Superior,N,N,3218,2006,Nordeste,108017.99,Ano,S,Aprovado
EZYV19685,América do Norte,Ensino Superior,S,N,1439,1989,Nordeste,36899.01,Ano,S,Aprovado
EZYV5699,Ásia,Ensino Médio,S,N,2317,2011,Oeste,102461.46,Ano,S,Negado
EZYV20078,Ásia,Ensino Superior,N,N,2983,2004,Sul,144.73,Hora,S,Aprovado
EZYV2665,Ásia,Doutorado,S,N,5357,2004,Nordeste,51828.96,Ano,S,Aprovado
EZYV21637,Ásia,Mestrado,N,N,4029,2001,Sul,70425.35,Ano,N,Aprovado
EZYV1951,Ásia,Mestrado,N,N,1806,2005,Sul,231834.72,Ano,S,Aprovado
EZYV241,Europa,Ensino Médio,S,N,2216,2000,Nordeste,26325.98,Ano,S,Negado
EZYV7330,Ásia,Mestrado,S,N,288,2000,Meio-Oeste,99965.18,Ano,S,Aprovado
EZYV11609,Ásia,Mestrado,N,N,4220,1989,Sul,167363.39,Ano,N,Aprovado
EZYV22091,Europa,Ensino Superior,N,N,1902,1999,Nordeste,85512.2,Ano,S,Aprovado
EZYV20725,Europa,Ensino Superior,N,N,2241,2004,Sul,56480.99,Ano,S,Aprovado
EZYV8756,América do Norte,Mestrado,S,N,4072,2014,Sul,8731.89,Ano,S,Aprovado
EZYV5009,Ásia,Ensino Superior,S,N,1020,2008,Sul,70919.85,Ano,S,Negado
EZYV5093,Europa,Ensino Médio,S,N,3702,1997,Sul,83870.21,Ano,S,Negado
EZYV5809,Ásia,Mestrado,N,N,1876,2002,Nordeste,280.2427,Hora,S,Aprovado
EZYV12469,América do Norte,Ensino Superior,S,N,2845,1963,Sul,24055.31,Ano,S,Negado
EZYV19395,Ásia,Ensino Superior,S,N,4460,1999,Oeste,14134.99,Ano,S,Aprovado
EZYV12687,América do Norte,Mestrado,S,N,2281,2004,Sul,23721.38,Ano,S,Aprovado
EZYV3622,Ásia,Ensino Superior,N,N,536,1928,Oeste,63811.81,Ano,S,Negado
EZYV14084,Ásia,Ensino Médio,N,N,615,1848,Meio-Oeste,95717.02,Ano,S,Negado
EZYV18521,Ásia,Mestrado,S,N,1337,2005,Meio-Oeste,121948.73,Ano,S,Aprovado
EZYV936,Ásia,Mestrado,S,N,880,1997,Nordeste,123273.68,Ano,S,Aprovado
EZYV14936,América do Norte,Ensino Superior,S,N,4595,1969,Nordeste,388.5618,Hora,S,Negado
EZYV6477,América do Norte,Ensino Superior,S,N,294,1995,Oeste,39729.33,Ano,S,Negado
EZYV6851,Ásia,Ensino Médio,N,N,1442,1817,Meio-Oeste,117361.91,Ano,S,Negado
EZYV10041,África,Ensino Superior,S,N,1368,1871,Sul,63626.26,Ano,S,Aprovado
EZYV3589,Ásia,Ensino Superior,N,S,817,1946,Nordeste,44022.47,Ano,S,Negado
EZYV9182,Ásia,Ensino Superior,S,N,2543,1914,Nordeste,72952.02,Ano,S,Aprovado
EZYV21957,América do Norte,Ensino Superior,N,N,105,2003,Nordeste,69098.66,Ano,S,Aprovado
EZYV20058,Europa,Mestrado,N,N,361,2008,Nordeste,51135.61,Ano,S,Aprovado
EZYV19735,América do Norte,Ensino Médio,S,N,1576,1993,Sul,4229.43,Semana,S,Aprovado
EZYV17184,Ásia,Ensino Superior,N,N,9895,1998,Sul,61751.21,Ano,S,Negado
EZYV13743,Ásia,Mestrado,N,N,13934,1985,Oeste,59791.02,Ano,S,Aprovado
EZYV16017,Ásia,Mestrado,S,N,1689,2005,Nordeste,117138.76,Ano,N,Aprovado
EZYV21108,Europa,Mestrado,S,N,3772,1995,Oeste,20016.38,Ano,S,Aprovado
EZYV22626,Ásia,Doutorado,S,N,964,1984,Sul,36050.45,Ano,S,Aprovado
EZYV7616,Ásia,Doutorado,S,S,700,1902,Oeste,103029.79,Ano,S,Aprovado
EZYV17973,Ásia,Ensino Superior,N,N,3269,1963,Nordeste,107563.02,Ano,S,Negado
EZYV6621,Ásia,Ensino Médio,S,N,5226,2012,Nordeste,99019.21,Ano,S,Negado
EZYV24859,Europa,Mestrado,S,N,4002,2008,Sul,9673.99,Ano,S,Aprovado
EZYV2522,Ásia,Ensino Superior,S,N,2952,2007,Oeste,59555.7,Ano,S,Aprovado
EZYV21526,América do Norte,Ensino Superior,S,S,4864,1851,Sul,56297.05,Ano,S,Aprovado
EZYV25420,Ásia,Ensino Superior,S,N,985,2007,Sul,113284.23,Ano,S,Aprovado
EZYV17159,Ásia,Mestrado,N,S,3106,1851,Oeste,62206.21,Ano,S,Aprovado
EZYV19599,Ásia,Ensino Superior,S,N,2042,2008,Nordeste,41900.3,Ano,S,Aprovado
EZYV17305,América do Norte,Ensino Superior,N,N,3606,2008,Oeste,72137.85,Ano,S,Aprovado
EZYV15926,Ásia,Mestrado,S,N,403959,1994,Sul,58681.61,Ano,S,Aprovado
EZYV11436,Ásia,Mestrado,N,S,2456,2006,Sul,60876.93,Ano,S,Aprovado
EZYV21155,América do Norte,Ensino Superior,S,N,1535,2005,Nordeste,119.9211,Hora,S,Negado
EZYV15064,Europa,Doutorado,S,S,816,2001,Sul,132634.15,Ano,S,Aprovado
EZYV7627,Ásia,Ensino Superior,S,N,1088,1981,Sul,122284.82,Ano,S,Aprovado
EZYV4598,Ásia,Ensino Médio,S,N,1426,1999,Nordeste,21927.16,Ano,S,Negado
EZYV14369,Ásia,Mestrado,N,N,1285,1984,Meio-Oeste,67884.03,Ano,S,Aprovado
EZYV16807,Ásia,Ensino Superior,S,N,3597,2014,Oeste,25850.38,Ano,S,Negado
EZYV449,Ásia,Ensino Superior,S,N,2311,2005,Oeste,86901.23,Ano,N,Aprovado
EZYV9768,Ásia,Ensino Superior,N,S,271,1999,Oeste,63981.86,Ano,S,Aprovado
EZYV21673,América do Norte,Ensino Médio,S,N,4364,2007,Nordeste,6038.58,Ano,S,Aprovado
EZYV573,Ásia,Mestrado,S,N,673,2005,Sul,68564.85,Ano,S,Aprovado
EZYV21904,Ásia,Ensino Superior,S,S,1431,1997,Nordeste,18821.99,Ano,S,Negado
EZYV21061,Ásia,Mestrado,S,S,2493,2006,Sul,93522.28,Ano,S,Aprovado
EZYV18085,Ásia,Mestrado,S,N,1023,1997,Meio-Oeste,68021.59,Ano,S,Aprovado
EZYV6876,Ásia,Ensino Médio,S,S,1447,1967,Oeste,88558.53,Ano,S,Negado
EZYV10858,Ásia,Doutorado,S,S,1271,2005,Sul,18663.73,Ano,S,Aprovado
EZYV2777,Ásia,Mestrado,S,N,230,1888,Oeste,214629.56,Ano,N,Aprovado
EZYV4150,América do Norte,Mestrado,S,N,1160,2003,Nordeste,46541.71,Ano,S,Aprovado
EZYV23394,Ásia,Mestrado,N,N,500,2010,Nordeste,121427.51,Ano,S,Aprovado
EZYV19240,Ásia,Mestrado,S,N,2297,2007,Sul,107026.9,Ano,S,Aprovado
EZYV11373,Ásia,Ensino Superior,S,N,1771,1934,Nordeste,49262.75,Ano,S,Aprovado
EZYV7277,Ásia,Ensino Médio,S,N,1058,1894,Sul,88745.16,Ano,N,Negado
EZYV20318,América do Sul,Ensino Superior,S,N,2580,1998,Oeste,42849.03,Ano,S,Aprovado
EZYV8814,América do Sul,Ensino Superior,N,S,629,1892,Oeste,48539.74,Ano,S,Aprovado
EZYV1961,Europa,Doutorado,N,N,33130,1990,Sul,80677.44,Ano,S,Aprovado
EZYV24303,Ásia,Ensino Superior,N,S,3921,1999,Oeste,177686.81,Ano,S,Negado
EZYV24483,América do Norte,Mestrado,S,S,28098,2008,Sul,176127.02,Ano,S,Aprovado
EZYV11619,Ásia,Mestrado,S,N,153,1981,Meio-Oeste,144342.21,Ano,S,Aprovado
EZYV3915,América do Norte,Ensino Superior,S,N,2164,2004,Nordeste,92268.35,Ano,S,Aprovado
EZYV12547,Ásia,Mestrado,S,N,375,2006,Meio-Oeste,17809.49,Ano,S,Aprovado
EZYV9742,Ásia,Mestrado,N,N,763,2004,Sul,125382.31,Ano,N,Aprovado
EZYV24396,Ásia,Ensino Superior,S,N,11099,1981,Ilha,188295.32,Ano,S,Negado
EZYV16014,Oceania,Mestrado,N,N,16922,2003,Oeste,43471.33,Ano,S,Aprovado
EZYV20901,América do Norte,Ensino Superior,N,N,544,1990,Oeste,156.66,Hora,S,Negado
EZYV12521,Ásia,Ensino Superior,N,N,1736,2002,Oeste,107578.85,Ano,S,Negado
